switchgear_id;switchgear_name;element_id;element_name;component_id;component_name;switchgear_status;conditions
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;6;ЛР-110;Нормальное условие работы;"Условия управления разъединителем ЛР-110 КВЛ-Альпийская (нормальный режим работы):
• ЭВ – 110 ВЛ Альпийская (00AEE10GS001) отключен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) отключен.
• ЗН – 110 ЭВ ВЛ Альпийская (00AEE10GS024) отключен.
• ЗН – 110 ЛР ВЛ Альпийская (00AEE10GS023) отключен. "
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;7;ЛР-110;В ремонте;"Условия управления разъединителем ЛР-110 КВЛ-Альпийская (разъединитель в ремонте):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) включен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) включен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;8;ЛР-110;С принудительной деблокировкой;"Условия управления разъединителем ЛР-110 КВЛ-Альпийская (с деблокированием):
• Яч.07 шкаф управления  ЭВ ВЛ Альпийская ключ S211 введен в положение без блокировки.
• Яч.07 шкаф управления  ЭВ ВЛ Альпийская ключ S210 введен в положение местное."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;9;ЗН-110 ЛР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЛР КВЛ-Альпийская (нормальный режим работы):
• ЛР - 110 ВЛ Альпийская (00AEE10GS013) отключен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;10;ШР-110-1;Нормальное условие работы;"Условия управления разъединителем ШР-110-1 КВЛ-Альпийская (нормальный режим работы):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) отключен.
• ЭВ – 110 ВЛ Альпийская (00AEE10GS001) отключен.
• ШР – 110 - 2 ВЛ Альпийская (00AEE10GS012) отключен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Альпийская (00AEE10GS024) отключен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;11;ШР-110-1;При перефиксации;"Условия управления разъединителем ШР-110-1 КВЛ-Альпийская (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 2 ВЛ Альпийская (00AEE10GS012) включен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Альпийская (00AEE10GS024) отключен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;12;ШР-110-1;В ремонте;"Условия управления разъединителем ШР-110-1 КВЛ-Альпийская (разъединитель в ремонте):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) включен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;13;ШР-110-1;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-1 КВЛ-Альпийская (с деблокированием):
• Яч.10 шкаф управления  ЭВ ВЛ Альпийская ключ S211 введен в положение без блокировки.
• Яч.10 шкаф управления  ЭВ ВЛ Альпийская ключ S210 введен в положение местное."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;14;ШР-110-2;Нормальное условие работы;"Условия управления разъединителем ШР-110-2 КВЛ-Альпийская (нормальный режим работы):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) отключен.
• ЭВ – 110 ВЛ Альпийская (00AEE10GS001) отключен.
• ШР – 110 - 1 ВЛ Альпийская (00AEE10GS011) отключен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Альпийская (00AEE10GS024) отключен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;15;ШР-110-2;При перефиксации;"Условия управления разъединителем ШР-110-2 КВЛ-Альпийская (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 1 ВЛ Альпийская (00AEE10GS011) включен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Альпийская (00AEE10GS024) отключен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;16;ШР-110-2;В ремонте;"Условия управления разъединителем ШР-110-2 КВЛ-Альпийская (разъединитель в ремонте):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) включен.
• ЗН – 110 ШР ВЛ Альпийская (00AEE10GS022) включен."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;17;ШР-110-2;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-2 КВЛ-Альпийская (с деблокированием):
• Яч.10 шкаф управления  ЭВ ВЛ Альпийская ключ S211 введен в положение без блокировки.
• Яч.10 шкаф управления  ЭВ ВЛ Альпийская ключ S210 введен в положение местное."
2;КРУЭ-110кВ;8;ЭВ-110 КВЛ Альпийская;18;ЗН-110 ШР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ШР КВЛ-Альпийская (нормальный режим работы):
• ШР – 110 - 1 ВЛ Альпийская (00AEE10GS011) отключен.
• ШР – 110 - 2 ВЛ Альпийская (00AEE10GS012) отключен.
• ЛР - 110 ВЛ Альпийская (00AEE10GS013) отключен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;1;ШР-110 1СШ;Нормальное условие работы;"Условия управления разъединителем ШР-110 ТН-110 1СШ (нормальный режим работы):
• ЗН – 110 ТН – 110 1 с.ш. (00AEE09GS021) отключен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;2;ШР-110 1СШ;В ремонте;"Условия управления разъединителем ШР-110 ТН-110 1СШ (разъединитель в ремонте):
• ЗН – 110 ТН – 110 1 с.ш. (00AEE09GS021) включен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;3;ШР-110 1СШ;С принудительной деблокировкой;"Условия управления разъединителем ШР-110 ТН-110 1СШ (с деблокированием):
• Яч.09 шкаф управления ШР – 110 ТН – 110 1с.ш. ключ S211 введен в положение без блокировки.
• Яч.09 шкаф управления ШР – 110 ТН – 110 1с.ш.ключ S210 введен в положение местное."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;4;ШР-110 2СШ;Нормальное условие работы;"Условия управления разъединителем ШР-110 ТН-110 2СШ (нормальный режим работы):
• ЗН – 110 ТН – 110 2 с.ш. (00AEE09GS023) отключен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;5;ШР-110 2СШ;В ремонте;"Условия управления разъединителем ШР-110 ТН-110 2СШ (разъединитель в ремонте):
• ЗН – 110 ТН – 110 2 с.ш. (00AEE09GS023) включен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;6;ШР-110 2СШ;С принудительной деблокировкой;"Условия управления разъединителем ШР-110 ТН-110 2СШ (с деблокированием):
• Яч.09 шкаф управления ШР – 110 ТН – 110 2 с.ш. ключ S211 введен в положение без блокировки.
• Яч.09 шкаф управления ШР – 110 ТН – 110 2 с.ш.ключ S210 введен в положение местное."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;7;ЗН-110 ТН 1СШ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ТН-110 1СШ (нормальный режим работы):
• ШР – 110 ТН – 110 1 с.ш. (00AEE09GS011) отключен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;8;ЗН-110 ТН 1СШ;С принудительной деблокировкой;"Условия управления заземляющим ножом ЗН-110 ТН-110 1СШ (с деблокированием):
• Яч.09 шкаф управления ШР – 110 ТН – 110 1с.ш. ключ S211 введен в положение без блокировки.
• Яч.09 шкаф управления ШР – 110 ТН – 110 1с.ш.ключ S210 введен в положение местное."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;9;ЗН-110 ТН 2СШ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ТН-110 2СШ (нормальный режим работы):
• ШР – 110 ТН – 110 2 с.ш. (00AEE09GS012) отключен."
2;КРУЭ-110кВ;9;ТН-110 1,2 СШ;10;ЗН-110 ТН 2СШ;С принудительной деблокировкой;"Условия управления заземляющим ножом ЗН-110 ТН-110 2СШ (с деблокированием):
• Яч.09 шкаф управления ШР – 110 ТН – 110 2 с.ш. ключ S211 введен в положение без блокировки.
• Яч.09 шкаф управления ШР – 110 ТН – 110 2 с.ш.ключ S210 введен в положение местное."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;1;ЭВ-110;Нормальное условие работы;"Условия управления выключателем ЭВ-110 АТ-1. Режим управления ""местное"":
• ШР – 110 – 1 АТ – 1 (00AEE11GS011) включен или отключен.
• ШР – 110 – 2 АТ – 1 (00AEE11GS012) включен или отключен.
• ТР – 110 АТ – 1 (00AEE11GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.11 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;2;ЭВ-110;Нормальное условие работы управление с дистанции;"Условия управления выключателем ЭВ-110 АТ-1. Режим управления ""дистанция"":
• ШР – 110 – 1 АТ – 1 (00AEE11GS011) включен или отключен.
• ШР – 110 – 2 АТ – 1 (00AEE11GS012) включен или отключен.
• ТР – 110 АТ – 1 (00AEE11GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.11 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.11 КРУЭ – 110 кВ.
• Включен автомат F102 – «ALARMS» в яч.11 КРУЭ – 110 кВ.
• После подачи команды включить/отключить из ПТК на один из коммутационных аппаратов присоединения, управление остальными коммутационными аппаратами блокируется на 10 секунд. "
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;3;ЭВ-110;В ремонте;"Условия управления выключателем ЭВ-110 АТ-1 (выключатель в ремонте):
• Включен ЗН – 110 – ШР АТ – 1 (00AEE11GS021) .
• Включен ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) ."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;4;ЭВ-110;С принудительной деблокировкой;"Условия управления выключателем ЭВ-110 АТ-1 (с деблокированием):
• Яч.11 шкаф управления  ЭВ АТ - 1 ключ S211 введен в положение без блокировки.
• Яч.11 шкаф управления  ЭВ АТ – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;5;ЗН-110 ЭВ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЭВ АТ-1 (нормальный режим работы):
• ШР – 110 – 1 АТ – 1 (00AEE11GS011) отключен.
• ШР – 110 – 2 АТ – 1 (00AEE11GS012) отключен.
• ТР – 110 ВЛ АТ – 1 (00AEE11GS013) отключен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;6;ТР-110;Нормальное условие работы;"Условия управления разъединителем ТР-110 АТ-1 (нормальный режим работы): 
• ЭВ – 110 АТ – 1 (00AEE11GS001) отключен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) отключен.
• ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) отключен.
• ЗН – 110 КЛ АТ – 1 (00AEE11GS031) отключен. "
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;7;ТР-110;В ремонте;"Условия управления разъединителем ТР-110 АТ-1 (разъединитель в ремонте):
• ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) включен.
• ЗН – 110 КЛ АТ – 1 (00AEE11GS031) включен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;8;ТР-110;С принудительной деблокировкой;"Условия управления разъединителем ТР-110 АТ-1 (с деблокированием):
• Яч.11 управления  ЭВ АТ – 1 ключ S211 введен в положение без блокировки.
• Яч.11 управления  ЭВ АТ – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;9;ЗН-110 ТР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 АТ-1 (нормальный режим работы):
• ТР – 110 АТ – 1 (00AEE11GS013) отключен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;10;ШР-110-1;Нормальное условие работы;"Условия управления разъединителем ШР-110-1 АТ-1 (нормальный режим работы):
• ЗН – 110 – 1 С.Ш. (00AEE00GS021) отключен.
• ЭВ – 110 АТ – 1 (00AEE11GS001) отключен.
• ШР – 110 – 2 АТ – 1 (00AEE11GS012) отключен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) отключен. 
• ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) отключен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;11;ШР-110-1;При перефиксации;"Условия управления разъединителем ШР-110-1 АТ-1 (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 2 АТ – 1 (00AEE11GS012) включен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) отключен. 
• ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) отключен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;12;ШР-110-1;В ремонте;"Условия управления разъединителем ШР-110-1 АТ-1 (разъединитель в ремонте):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) включен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;13;ШР-110-1;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-1 АТ-1 (с деблокированием):
• Яч.11 шкаф управления  ЭВ АТ – 1 ключ S211 введен в положение без блокировки.
• Яч.11 шкаф управления  ЭВ АТ – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;14;ШР-110-2;Нормальное условие работы;"Условия управления разъединителем ШР-110-2 АТ-1 (нормальный режим работы):
• ЗН – 110 – 2 С.Ш. (00AEE00GS021) отключен.
• ЭВ – 110 АТ – 1 (00AEE11GS001) отключен.
• ШР – 110 – 1 АТ – 1 (00AEE11GS011) отключен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) отключен. 
• ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) отключен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;15;ШР-110-2;При перефиксации;"Условия управления разъединителем ШР-110-2 АТ-1 (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 1 АТ – 1 (00AEE11GS011) включен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) отключен. 
• ЗН – 110 ЭВ АТ – 1 (00AEE11GS032) отключен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;16;ШР-110-2;В ремонте;"Условия управления разъединителем ШР-110-2 АТ-1 (разъединитель в ремонте):
• ЗН – 110 – 2 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР АТ – 1 (00AEE11GS021) включен."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;17;ШР-110-2;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-2 АТ-1 (с деблокированием):
• Яч.11 шкаф управления  ЭВ АТ – 1 ключ S211 введен в положение без блокировки.
• Яч.11 шкаф управления  ЭВ АТ – 1 ключ S210 введен в положение местное."
2;КРУЭ-110кВ;10;ЭВ-110 АТ-1;18;ЗН-110 ШР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ШР АТ-1 (нормальный режим работы):
• ШР – 110 – 1 АТ – 1 (00AEE11GS011) отключен.
• ШР – 110 – 2 АТ – 1 (00AEE11GS012) отключен.
• ТР – 110 АТ – 1 (00AEE11GS013) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;1;ЭВ-110;Нормальное условие работы;"Условия управления выключателем ЭВ-110 ВЛ-Сочи II цепь. Режим управления ""местное"":
• ШР – 110 - 1 ВЛ Сочи II (00AEE12GS011) цепь включен или отключен.
• ШР – 110 - 2 ВЛ Сочи II (00AEE12GS012) цепь включен или отключен.
• ЛР - 110 ВЛ Сочи II цепь (00AEE12GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.12 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;2;ЭВ-110;Нормальное условие работы управление с дистанции;"Условия управления выключателем ЭВ-110 ВЛ-Сочи II цепь. Режим управления ""дистанция"":
• ШР – 110 - 1 ВЛ Сочи II (00AEE12GS011) цепь включен или отключен.
• ШР – 110 - 2 ВЛ Сочи II (00AEE12GS012) цепь включен или отключен.
• ЛР - 110 ВЛ Сочи II цепь (00AEE12GS013) включен или отключен.
• Отсутствует сигнализация «Отключен автомат постоянного тока» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Время работы» на табло в шкафу управления коммутационными аппаратами. (для квитирования нажать кнопку «Reset») яч.12 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель не готов к включению промежуточное положение выключателя» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ.
• Отсутствует сигнализация «Выключатель блокирован. Контроль элегаза (Давление достигло 2 уровня)» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ. 
• Для включения необходимо чтобы пружина выключателя была взведена то есть должна отсутствовать сигнализация «пружина привода не заведена» на табло в шкафу управления коммутационными аппаратами яч.12 КРУЭ – 110 кВ.
• Включен автомат F102 – «ALARMS» в яч.12 КРУЭ – 110 кВ.
• После подачи команды включить/отключить из ПТК на один из коммутационных аппаратов присоединения, управление остальными коммутационными аппаратами блокируется на 10 секунд. "
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;3;ЭВ-110;В ремонте;"Условия управления выключателем ЭВ-110 ВЛ-Сочи II цепь (выключатель в ремонте):
• Включен ЗН – 110 – ШР ВЛ Сочи II цепь (00AEE12GS022).
• Включен ЗН – 110 ЭВ ВЛ Сочи II (00AEE12GS024) цепь."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;4;ЭВ-110;С принудительной деблокировкой;"Условия управления выключателем ЭВ-110 ВЛ-Сочи II цепь (с деблокированием):
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S211 введен в положение без блокировки.
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;5;ЗН-110 ЭВ;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЭВ ВЛ-Сочи II цепь (нормальный режим работы):
• ШР – 110 - 1 ВЛ Сочи II цепь (00AEE12GS011) отключен.
• ШР – 110 - 2 ВЛ Сочи II (00AEE12GS012) цепь отключен.
• ЛР - 110 ВЛ Сочи II цепь (00AEE12GS013) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;6;ЛР-110;Нормальное условие работы;"Условия управления разъединителем ЛР-110 ВЛ-Сочи II цепь (нормальный режим работы):
• ЭВ – 110 ВЛ Сочи II (00AEE12GS001) цепь отключен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) отключен.
• ЗН – 110 ЭВ ВЛ Сочи II (00AEE12GS024) цепь отключен.
• ЗН – 110 ЛР ВЛ Сочи II цепь (00AEE12GS023) отключен. "
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;7;ЛР-110;В ремонте;"Условия управления разъединителем ЛР-110 ВЛ-Сочи II цепь (разъединитель в ремонте):• ЗН – 110 - 2 С.Ш. (00AEE00GS023) включен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) включен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;8;ЛР-110;С принудительной деблокировкой;"Условия управления разъединителем ЛР-110 ВЛ-Сочи II цепь (с деблокированием):
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S211 введен в положение без блокировки.
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;9;ЗН-110 ЛР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ЛР ВЛ-Сочи II цепь (нормальный режим работы):
• ЛР - 110 ВЛ Сочи II цепь(00AEE12GS013) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;10;ШР-110-1;Нормальное условие работы;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи II цепь (нормальный режим работы):
• ЗН – 110 - 1 С.Ш. (00AEE00GS021) отключен.
• ЭВ – 110 ВЛ Сочи II цепь (00AEE12GS001) отключен.
• ШР – 110 - 2 ВЛ Сочи II цепь (00AEE12GS012) отключен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи II цепь (00AEE12GS024) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;11;ШР-110-1;При перефиксации;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи II цепь (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 2 ВЛ Сочи II (00AEE12GS012) цепь включен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи II цепь (00AEE12GS024) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;12;ШР-110-1;В ремонте;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи II цепь (разъединитель в ремонте):
• ЗН – 110 – 1 С.Ш. (00AEE00GS021) включен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) включен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;13;ШР-110-1;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-1 ВЛ-Сочи II цепь (с деблокированием):
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S211 введен в положение без блокировки.
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;14;ШР-110-2;Нормальное условие работы;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи II цепь (нормальный режим работы):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) отключен.
• ЭВ – 110 ВЛ Сочи II (00AEE12GS001) цепь отключен.
• ШР – 110 - 1 ВЛ Сочи II (00AEE12GS011) цепь отключен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи II цепь (00AEE12GS024) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;15;ШР-110-2;При перефиксации;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи II цепь (при перефиксации):
• ШР – 110 – 1 ШСЭВ (00AEE03GS011) включен.
• ШР – 110 – 2 ШСЭВ (00AEE03GS012) включен.
• ШСЭВ 110 (00AEE03GS001) включен.
• ШР – 110 – 1 ВЛ Сочи II цепь (00AEE12GS011) включен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) отключен. 
• ЗН – 110 ЭВ ВЛ Сочи II цепь (00AEE12GS024) отключен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;16;ШР-110-2;В ремонте;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи II цепь (разъединитель в ремонте):
• ЗН – 110 - 2 С.Ш. (00AEE00GS023) включен.
• ЗН – 110 ШР ВЛ Сочи II цепь (00AEE12GS022) включен."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;17;ШР-110-2;С принудительной деблокировкой;"Условия управления разъединителем ШР-110-2 ВЛ-Сочи II цепь (с деблокированием):
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S211 введен в положение без блокировки.
• Яч.12 шкаф управления  ЭВ ВЛ Сочи II цепь ключ S210 введен в положение местное."
2;КРУЭ-110кВ;11;ЭВ-110 ВЛ Сочи II цепь;18;ЗН-110 ШР;Нормальное условие работы;"Условия управления заземляющим ножом ЗН-110 ШР ВЛ-Сочи II цепь (нормальный режим работы):
• ШР – 110 - 1 ВЛ Сочи II (00AEE12GS011) цепь отключен.
• ШР – 110 - 2 ВЛ Сочи II (00AEE12GS012) цепь отключен.
• ЛР - 110 ВЛ Сочи II цепь (00AEE12GS013) отключен."
